Years,County,radiation_spr,radiation_sum,meantemp_spr,meantemp_sum,maxtemp_spr,maxtemp_sum,mintemp_spr,mintemp_sum,humidity_spr,humidity_sum,windspeed_spr,windspeed_sum,precipitation_spr,precipitation_sum,Porumb boabe,Cartofi - total,Floarea soarelui,Soia boabe
1992,Botosani,-0.05774615,0.567233731,0.118330643,0.68668928,-0.098160447,0.688363955,0.149194925,0.218826751,0.483586278,-0.312716705,-0.039592891,0.61223428,0.497252029,-1.143770277,-0.552349389,-1.010334467,-0.380856408,0.008158711
1992,Bacau,0.296966026,0.466426104,-0.407621842,0.14752335,-0.033865191,0.270427391,-0.727250463,-0.045028469,0.125393126,0.216861884,0.774627176,0.991592308,-0.660067568,0.265044643,1.996798011,-0.665784001,2.023515207,2.409853213
1992,Maramures,0.03815177,0.405312073,0.085360444,-0.169811166,-0.360371792,-0.513609488,0.83349498,0.467517999,0.078025709,-0.190832088,-0.03437197,0.285172678,0.031136487,-1.076767562,0.244170587,0.833375869,0.081734624,-0.072819268
1992,Caras-Severin,0.188788241,0.004100188,-1.132364224,-0.540045446,-0.874032734,-0.404820997,-1.238971054,-0.836604071,0.569458506,0.761570376,-0.374919671,-1.142430107,0.178197519,0.340660448,,,,
1992,Giurgiu,0.002134046,0.30369927,-1.229460345,-0.588116714,-0.994738373,-0.322628552,-1.509602085,-0.949932493,0.663440747,0.574542275,-1.290757832,-1.698180813,-0.309441703,0.033506112,-1.588316561,-2.044662566,-1.347328918,-0.332114127
1992,Suceava,0.020876448,0.190285786,0.346974833,0.063989638,-0.032807886,-0.027337809,0.678112126,-0.004473233,0.344827437,0.184405413,-0.435687792,-0.254070029,0.258184148,-0.380399397,-0.264019671,2.015399327,-0.528723358,1.130255367
1992,Buzau,0.122421393,-0.197011644,-0.223152681,-0.058048334,0.222423849,0.284641387,-0.680667569,-0.645199973,0.269939144,0.066571275,1.08035997,1.269900166,0.793449586,0.58343997,-0.281805265,-1.304595138,0.542465453,-0.865101049
1992,Olt,0.786991629,0.690601469,0.754744908,-0.216135765,0.950457041,0.003902351,0.151762711,-0.986905176,0.423077672,0.086211844,-1.119055937,-1.626991812,-0.358113204,-1.186477841,-1.682952532,-1.256885726,-1.154627184,-1.858049977
1992,Teleorman,-0.479055336,0.24555741,0.34826231,0.339887063,-0.118759376,0.078572947,1.103773827,0.583771704,0.013529614,-0.126597152,1.331601164,-0.559323893,-1.393289477,-1.179682122,-0.478960267,-0.23961677,-0.965487882,1.281005954
1992,Timis,0.240082765,0.221327059,-1.025610892,-0.42569846,-0.733060326,-0.047134131,-1.148745729,-0.958712385,0.371430423,0.255055157,0.304857397,-0.182967781,0.507669678,-0.426062404,-0.530702498,-0.498315117,0.045679384,-0.239324085
